fabricante,modelo,ano_fabricacao,categoria,couro_interior,tipo_combustivel,km_rodados,cilindradas,tipo_transmissao,tracao_rodas,qtd_portas,posicao_volante,cor,airbags,volume_motor,tipo_motor,preco_total
HYUNDAI,GRANDEUR,2012,Sedan,1,Petrol,113824,4,Automatic,Front,4_portas,Left wheel,Black,4,2.4,Comum,12670
LEXUS,IS 350,2011,Sedan,1,Petrol,259066,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,9326
OPEL,VECTRA,2004,Goods wagon,0,Diesel,156000,4,Automatic,4x4,4_portas,Left wheel,Blue,2,2.2,Turbo,7527
HYUNDAI,ELANTRA,2014,Sedan,1,Diesel,111232,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,19354
LEXUS,CT 200H,2011,Hatchback,1,Hybrid,224267,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.8,Comum,3938
CHEVROLET,CRUZE,2017,Sedan,1,Petrol,70400,4,Automatic,Front,4_portas,Left wheel,Black,0,1.4,Turbo,25200
NISSAN,TEANA,2003,Sedan,0,Petrol,145000,6,Automatic,Front,4_portas,Right-hand drive,Blue,4,2.3,Comum,7840
TOYOTA,PRIUS,2011,Hatchback,0,Hybrid,14900,4,Automatic,Front,4_portas,Left wheel,Silver,10,1.8,Comum,15698
HONDA,CIVIC EX,2015,Coupe,0,Petrol,58190,4,Automatic,Front,2_portas,Left wheel,Black,6,1.8,Comum,18259
HYUNDAI,SANTA FE,2018,Sedan,1,Petrol,56150,4,Automatic,Front,2_portas,Left wheel,Blue,12,2.4,Comum,12410
NISSAN,FUGA,2014,Sedan,0,Petrol,48000,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.8,Comum,17584
HYUNDAI,ELANTRA,2016,Sedan,1,LPG,29864,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,19233
CHEVROLET,CAPTIVA,2008,Jeep,1,Diesel,67233,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,8773
FORD,FUSION,2011,Sedan,1,Hybrid,154000,4,Automatic,Front,4_portas,Left wheel,White,10,2.5,Comum,15915
LINCOLN,MKZ,2013,Sedan,1,Hybrid,82817,4,Variator,Front,4_portas,Left wheel,White,12,2.0,Comum,37633
BMW,528,2011,Sedan,1,Petrol,107000,6,Tiptronic,Rear,4_portas,Left wheel,Blue,10,3.0,Comum,19835
HYUNDAI,TUCSON,2014,Jeep,1,Diesel,117856,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,35685
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,72366,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,13879
TOYOTA,TUNDRA,2015,Jeep,1,Petrol,128000,8,Automatic,4x4,4_portas,Left wheel,White,12,5.7,Comum,3586
HONDA,FIT,2013,Hatchback,0,Petrol,120000,4,Variator,Front,4_portas,Right-hand drive,Grey,4,1.5,Comum,11290
HYUNDAI,SANTA FE,2010,Jeep,1,Diesel,174000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,22789
CHEVROLET,MALIBU,2014,Sedan,1,Petrol,121800,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,27252
HONDA,CIVIC,2018,Coupe,1,Petrol,16125,4,Automatic,Front,4_portas,Left wheel,Black,4,1.5,Comum,35720
HYUNDAI,ELANTRA,2011,Jeep,1,Petrol,308501,4,Automatic,Front,4_portas,Left wheel,Blue,12,1.8,Comum,2840
CHEVROLET,CRUZE STROCNA,2014,Sedan,0,Petrol,82000,4,Automatic,Front,4_portas,Left wheel,Carnelian red,6,1.4,Turbo,14586
CHEVROLET,CRUZE,2014,Jeep,1,Petrol,45680,4,Automatic,Front,4_portas,Left wheel,Brown,4,1.8,Comum,5915
TOYOTA,IPSUM,2002,Minivan,0,Petrol,200000,4,Automatic,4x4,4_portas,Right-hand drive,White,4,2.4,Comum,9408
HYUNDAI,VELOSTER,2011,Hatchback,0,Petrol,115200,4,Tiptronic,Front,2_portas,Left wheel,Orange,12,1.6,Comum,15681
CHEVROLET,LACETTI,2009,Sedan,1,Diesel,38254,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,9737
NISSAN,TIIDA AXIS,2006,Hatchback,1,Petrol,139000,4,Variator,Front,4_portas,Right-hand drive,Black,6,1.5,Comum,8467
TOYOTA,PRIUS,2010,Sedan,0,Petrol,174000,8,Automatic,Front,4_portas,Left wheel,White,10,1.8,Comum,17382
HYUNDAI,ELANTRA,2015,Sedan,0,Petrol,56000,4,Tiptronic,Front,4_portas,Left wheel,Blue,10,1.8,Comum,18817
SUBARU,LEGACY,2000,Sedan,0,CNG,200000,4,Automatic,4x4,4_portas,Right-hand drive,Black,2,2.0,Comum,3450
TOYOTA,PRIUS,2011,Hatchback,0,Hybrid,116000,4,Variator,Front,4_portas,Left wheel,Grey,12,1.8,Comum,13503
MERCEDES-BENZ,GLA 250,2017,Jeep,1,Petrol,44477,4,Automatic,Front,4_portas,Left wheel,Blue,0,2.0,Comum,3526
HYUNDAI,ELANTRA,2010,Sedan,1,Petrol,100963,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,11093
CHEVROLET,CRUZE,2014,Sedan,0,Petrol,52000,4,Automatic,Front,4_portas,Left wheel,White,8,1.4,Comum,9568
MERCEDES-BENZ,CLK 200,2001,Coupe,1,Petrol,259000,4,Tiptronic,Rear,2_portas,Right-hand drive,Silver,4,2.0,Turbo,7840
HONDA,FIT,2013,Universal,1,Hybrid,112405,4,Automatic,Front,4_portas,Left wheel,Black,4,1.3,Comum,10040
MERCEDES-BENZ,E 350,2010,Sedan,1,Diesel,189530,6,Automatic,4x4,4_portas,Left wheel,Black,12,3.5,Comum,13787
TOYOTA,PRIUS C,2012,Hatchback,0,Petrol,192000,4,Automatic,Front,4_portas,Left wheel,White,4,1.5,Comum,17562
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,125000,4,Automatic,Front,4_portas,Right-hand drive,Silver,2,1.5,Comum,10990
SUZUKI,SWIFT,2006,Hatchback,0,Petrol,19000,4,Automatic,4x4,4_portas,Right-hand drive,Silver,4,1.5,Comum,7840
LEXUS,GX 470,2011,Sedan,1,Petrol,202048,8,Automatic,4x4,4_portas,Left wheel,White,0,4.6,Comum,1906
TOYOTA,PRIUS,2007,Hatchback,1,Hybrid,170000,4,Automatic,Front,4_portas,Left wheel,Silver,6,1.5,Comum,13588
FORD,FUSION,2014,Sedan,1,Hybrid,124493,4,Automatic,Front,4_portas,Left wheel,White,0,2.0,Comum,5194
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,196448,4,Automatic,Front,4_portas,Left wheel,Black,4,1.6,Comum,18472
HYUNDAI,SANTA FE,2011,Jeep,1,Diesel,176635,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,24115
HYUNDAI,SONATA,2016,Sedan,1,LPG,287140,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,19708
MERCEDES-BENZ,SPRINTER,2005,Microbus,0,Diesel,245000,4,Manual,Rear,2_portas,Left wheel,White,2,2.2,Turbo,20385
HYUNDAI,H1,2010,Minivan,1,Diesel,52717,4,Automatic,Front,4_portas,Left wheel,Black,4,2.5,Comum,16087
CHEVROLET,VOLT PREMIER,2014,Hatchback,1,Plug-in Hybrid,90000,4,Variator,Front,4_portas,Left wheel,Carnelian red,8,1.4,Comum,24462
TOYOTA,PRIUS,2012,Hatchback,1,Hybrid,0,4,Automatic,Front,4_portas,Left wheel,White,8,1.8,Comum,13485
TOYOTA,HIGHLANDER,2008,Jeep,1,Hybrid,277405,6,Automatic,4x4,4_portas,Left wheel,Grey,12,3.3,Comum,2377
HYUNDAI,ACCENT,2012,Sedan,1,Diesel,213131,4,Automatic,Front,4_portas,Left wheel,Grey,4,1.6,Comum,14408
LEXUS,RX 350,2008,Jeep,1,CNG,73000,6,Automatic,4x4,4_portas,Left wheel,Silver,10,3.5,Comum,29793
MAZDA,1000,2015,Sedan,1,Petrol,142800,4,Automatic,Front,4_portas,Left wheel,Grey,12,2.5,Comum,2110
MERCEDES-BENZ,VIANO,2007,Minivan,1,Diesel,145784,4,Manual,Rear,4_portas,Left wheel,Black,10,2.2,Turbo,39041
LEXUS,HS 250H,2010,Sedan,1,Hybrid,169000,4,Automatic,Front,4_portas,Left wheel,Black,10,2.4,Comum,28270
LEXUS,CT 200H F-SPORT,2014,Hatchback,1,Hybrid,192000,4,Variator,Front,4_portas,Left wheel,Grey,8,1.8,Comum,22261
HYUNDAI,SONATA,2013,Sedan,1,Petrol,149289,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17381
CHEVROLET,CRUZE,2014,Sedan,0,Petrol,87000,4,Tiptronic,Front,4_portas,Left wheel,White,12,1.8,Comum,14069
FORD,MONDEO,1995,Hatchback,0,Petrol,135000,4,Manual,Front,4_portas,Left wheel,Red,2,1.8,Comum,2700
HYUNDAI,SANTA FE,2010,Jeep,1,Diesel,184554,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,23084
BMW,316 I,1996,Sedan,0,Petrol,300000,4,Manual,Rear,4_portas,Left wheel,Red,2,1.6,Comum,5645
BUICK,CENTURY,2010,Sedan,1,Petrol,158662,6,Automatic,Front,4_portas,Left wheel,Black,12,3.6,Comum,7081
HONDA,INSIGHT,2010,Hatchback,1,Hybrid,210758,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.3,Comum,3083
MITSUBISHI,L 200,2008,Pickup,0,Diesel,320582,1,Manual,4x4,4_portas,Left wheel,Silver,0,2.5,Comum,23521
HYUNDAI,H1,2009,Minivan,1,Diesel,51273,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.5,Comum,22677
CHEVROLET,CRUZE,2013,Hatchback,1,Petrol,140000,4,Tiptronic,Front,4_portas,Left wheel,Golden,12,1.4,Turbo,16782
JEEP,CHEROKEE,1992,Jeep,1,Petrol,4512,8,Manual,4x4,4_portas,Left wheel,Black,11,4.0,Comum,6437
TOYOTA,CAMRY,2017,Jeep,1,Petrol,58114,4,Automatic,Front,4_portas,Left wheel,Blue,12,2.5,Comum,1719
FORD,FOCUS SE,2015,Hatchback,0,Petrol,85985,4,Tiptronic,Front,4_portas,Left wheel,Silver,12,2.0,Comum,12682
MAZDA,MAZDA 3,2009,Sedan,0,Petrol,181894,4,Tiptronic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,11604
FORD,FUSION,2013,Sedan,1,Hybrid,70000,4,Automatic,Front,4_portas,Left wheel,White,0,2.0,Comum,24148
HONDA,FIT,2004,Hatchback,0,Petrol,172000,4,Automatic,Front,4_portas,Right-hand drive,Grey,2,1.5,Comum,8781
HYUNDAI,SONATA,2015,Sedan,1,LPG,53341,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,11114
SUBARU,OUTBACK,2012,Jeep,1,Petrol,110000,4,Automatic,4x4,4_portas,Right-hand drive,Black,10,2.5,Comum,14287
HYUNDAI,SONATA,2014,Sedan,1,LPG,60850,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,11154
BMW,535,2014,Sedan,1,Diesel,98368,6,Automatic,4x4,4_portas,Left wheel,White,12,3.0,Comum,14400
HONDA,FIT,2013,Sedan,0,Hybrid,128000,4,Automatic,Front,4_portas,Right-hand drive,Silver,2,1.5,Comum,16308
HYUNDAI,ELANTRA,2016,Sedan,1,Petrol,54500,4,Automatic,Front,4_portas,Left wheel,Blue,4,1.6,Comum,29824
HYUNDAI,TUCSON,2017,Jeep,0,Petrol,25000,6,Automatic,4x4,4_portas,Left wheel,Black,11,2.0,Comum,29242
HONDA,CIVIC,2016,Sedan,0,Petrol,66200,4,Automatic,Front,4_portas,Left wheel,Grey,12,1.5,Turbo,30734
MERCEDES-BENZ,E 550,2006,Sedan,1,LPG,134000,8,Tiptronic,Rear,4_portas,Left wheel,Black,8,5.5,Comum,27284
HONDA,CIVIC,2003,Sedan,0,Petrol,242000,4,Variator,Front,4_portas,Right-hand drive,Silver,2,1.7,Comum,5331
TOYOTA,PRIUS,2014,Hatchback,1,Hybrid,151923,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,4699
HONDA,FIT,2017,Hatchback,1,Petrol,68000,4,Automatic,Front,4_portas,Left wheel,White,4,1.3,Comum,31597
SSANGYONG,ACTYON,2011,Jeep,1,Diesel,181000,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,19533
HYUNDAI,H1,2014,Minivan,1,Diesel,151780,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,29134
HYUNDAI,ELANTRA,2010,Sedan,1,Petrol,98578,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,15787
SUBARU,LEGACY B4 TWIN TURBO,2002,Universal,0,CNG,169000,4,Tiptronic,4x4,4_portas,Right-hand drive,Silver,4,2.0,Turbo,6899
OPEL,CORSA,2000,Sedan,0,CNG,300000,4,Manual,Front,4_portas,Left wheel,Purple,2,1.2,Comum,3607
TOYOTA,PRIUS,2006,Hatchback,0,Hybrid,17778,4,Automatic,Front,4_portas,Left wheel,Green,8,1.5,Comum,10349
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,131411,4,Automatic,Front,4_portas,Left wheel,White,4,1.6,Comum,17424
TOYOTA,PRIUS,2012,Sedan,0,Hybrid,137000,4,Variator,Front,4_portas,Left wheel,Silver,16,1.8,Comum,17207
HYUNDAI,H1,2014,Minivan,1,Diesel,117917,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.5,Comum,36679
OPEL,COMBO,2002,Goods wagon,0,Diesel,167000,4,Manual,Front,4_portas,Left wheel,White,1,1.7,Turbo,7085
TOYOTA,PRIUS,2013,Hatchback,0,Hybrid,169600,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.8,Comum,23521
HYUNDAI,ELANTRA,2014,Hatchback,0,Petrol,124226,4,Automatic,Front,4_portas,Left wheel,Silver,0,2.0,Comum,12556
CHEVROLET,SPARK,2013,Hatchback,1,Petrol,93000,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.2,Comum,12544
DODGE,AVENGER,2019,Sedan,1,Petrol,32453,6,Automatic,Front,4_portas,Left wheel,Grey,12,3.6,Comum,13943
BMW,740,1996,Sedan,1,CNG,14000,8,Tiptronic,Rear,4_portas,Left wheel,Blue,6,4.0,Comum,8467
LEXUS,RX 450,2010,Jeep,1,Hybrid,186005,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,14727
HYUNDAI,SONATA,2010,Sedan,0,Petrol,101405,4,Tiptronic,Front,4_portas,Left wheel,Grey,5,2.4,Comum,17249
AUDI,A8,2006,Sedan,1,Petrol,205000,8,Tiptronic,4x4,4_portas,Left wheel,Black,12,4.2,Comum,9000
NISSAN,MARCH,2014,Hatchback,1,Petrol,101537,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.2,Comum,6267
FORD,ESCORT,1992,Hatchback,0,Diesel,111111,6,Manual,Front,4_portas,Left wheel,Sky blue,0,1.8,Comum,1700
MAZDA,ATENZA,2012,Sedan,0,Diesel,99000,4,Tiptronic,Front,4_portas,Right-hand drive,Silver,12,2.2,Turbo,14678
TOYOTA,HIGHLANDER,2010,Jeep,1,Hybrid,264877,6,Automatic,4x4,4_portas,Left wheel,White,12,3.3,Comum,6969
TOYOTA,PRIUS,2010,Hatchback,1,Hybrid,158136,4,Automatic,Front,4_portas,Left wheel,White,12,1.8,Comum,4995
MERCEDES-BENZ,SPRINTER,2002,Microbus,0,Diesel,0,5,Manual,Rear,2_portas,Left wheel,White,2,2.2,Turbo,14113
TOYOTA,PRIUS,2010,Hatchback,0,Hybrid,200000,4,Variator,Front,4_portas,Left wheel,White,12,1.8,Comum,10169
VOLKSWAGEN,TIGUAN,2011,Jeep,0,Petrol,268800,4,Manual,Front,4_portas,Left wheel,Silver,12,2.0,Turbo,15681
MERCEDES-BENZ,E 350,2011,Sedan,1,Diesel,119379,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,17793
HYUNDAI,ELANTRA,2014,Sedan,1,Diesel,206344,4,Automatic,Front,4_portas,Left wheel,Silver,4,1.6,Comum,18768
HYUNDAI,SONATA,2012,Sedan,0,Petrol,100000,4,Automatic,Front,4_portas,Left wheel,Black,12,2.4,Comum,16434
HYUNDAI,SONATA,2013,Sedan,1,Petrol,104046,4,Automatic,Front,4_portas,Left wheel,Silver,12,2.4,Comum,2868
TOYOTA,AQUA,2012,Sedan,0,Hybrid,134000,4,Variator,Front,4_portas,Right-hand drive,Blue,2,1.5,Comum,11774
TOYOTA,CAMRY SE,2013,Sedan,1,Petrol,124000,4,Tiptronic,Front,4_portas,Left wheel,Black,6,2.5,Comum,20536
NISSAN,TIIDA,2005,Hatchback,1,Petrol,130000,4,Automatic,Front,4_portas,Right-hand drive,Silver,4,1.5,Comum,7527
HONDA,CIVIC,2016,Sedan,1,Petrol,20000,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,33506
HYUNDAI,TUCSON,2014,Jeep,1,Diesel,71101,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,21337
OPEL,ASTRA BERTONE,2001,Coupe,1,Petrol,127000,4,Manual,Front,2_portas,Left wheel,Black,6,2.2,Comum,7840
SUBARU,XV,2015,Jeep,0,Petrol,52000,6,Variator,4x4,4_portas,Left wheel,Beige,12,2.0,Comum,31358
MERCEDES-BENZ,GLE 350,2018,Jeep,1,Petrol,9765,6,Automatic,Rear,4_portas,Left wheel,White,12,3.5,Comum,31616
TOYOTA,PRIUS,2015,Hatchback,0,Hybrid,128000,4,Variator,Front,4_portas,Left wheel,White,8,1.8,Comum,23717
MERCEDES-BENZ,E 220,2011,Sedan,1,Diesel,700000,4,Manual,Rear,4_portas,Left wheel,White,12,2.2,Turbo,14113
LEXUS,RX 450,2013,Jeep,1,Hybrid,138038,6,Automatic,Front,4_portas,Left wheel,White,12,3.5,Comum,2074
MERCEDES-BENZ,VITO,2009,Minivan,1,Diesel,315000,6,Manual,Rear,4_portas,Left wheel,Black,2,2.2,Turbo,37633
TOYOTA,AQUA,2013,Hatchback,0,Hybrid,47000,4,Automatic,Front,4_portas,Right-hand drive,Blue,10,1.5,Comum,11616
TOYOTA,PRIUS,2014,Hatchback,1,Hybrid,75621,4,Automatic,Front,4_portas,Left wheel,Blue,11,1.8,Comum,20700
BMW,X5,2004,Jeep,1,Diesel,300000,6,Tiptronic,4x4,4_portas,Left wheel,Black,8,3.0,Turbo,21639
CHEVROLET,CRUZE,2014,Sedan,0,Petrol,127816,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.4,Comum,13017
MERCEDES-BENZ,C 300,2016,Sedan,1,Petrol,51725,4,Automatic,Rear,4_portas,Left wheel,Black,12,2.0,Comum,3557
CHEVROLET,LACETTI,2010,Sedan,1,Diesel,161629,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,11505
DAEWOO,LACETTI,2009,Sedan,1,Petrol,74429,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,6859
NISSAN,TIIDA,2011,Hatchback,1,Petrol,98000,4,Automatic,Front,4_portas,Right-hand drive,Black,4,1.5,Comum,9191
FORD,FOCUS,2013,Hatchback,1,Petrol,200000,4,Automatic,Front,4_portas,Left wheel,Silver,6,2.0,Comum,12244
HONDA,FIT HBRID,2012,Hatchback,0,Hybrid,96000,4,Automatic,Front,4_portas,Right-hand drive,White,4,1.3,Comum,11760
TOYOTA,TUNDRA,2017,Sedan,1,Petrol,190875,8,Automatic,4x4,4_portas,Left wheel,White,12,4.6,Comum,8654
TOYOTA,TACOMA,2017,Sedan,1,Petrol,174827,6,Automatic,4x4,4_portas,Left wheel,Silver,12,3.5,Comum,5477
SSANGYONG,REXTON,2011,Jeep,1,Diesel,70336,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,28596
TOYOTA,VERSO,2011,Minivan,0,Diesel,40000,4,Manual,Front,4_portas,Left wheel,Silver,6,2.0,Comum,17249
HYUNDAI,SONATA,2014,Sedan,1,LPG,592541,4,Automatic,Front,4_portas,Left wheel,Orange,4,2.0,Comum,9106
NISSAN,JUKE,2014,Jeep,0,Petrol,65600,4,Tiptronic,Front,4_portas,Left wheel,Silver,6,1.6,Turbo,20285
FORD,FIESTA,2014,Sedan,1,Petrol,66888,4,Automatic,Front,4_portas,Left wheel,Grey,0,1.6,Comum,8368
SUZUKI,SWIFT,2003,Sedan,0,Petrol,0,4,Manual,Front,2_portas,Right-hand drive,Yellow,2,1.5,Comum,7370
TOYOTA,CHR,2018,Jeep,1,Petrol,18754,4,Automatic,Front,4_portas,Left wheel,Red,12,2.0,Comum,7351
FORD,TRANSIT,2007,Microbus,0,Diesel,160000,4,Manual,Front,4_portas,Left wheel,Silver,4,2.2,Turbo,22580
VOLKSWAGEN,GOLF 6,2012,Hatchback,0,Diesel,248000,4,Manual,Front,4_portas,Left wheel,Black,6,2.0,Turbo,19444
VOLKSWAGEN,PASSAT,2010,Sedan,1,Petrol,114000,4,Tiptronic,Front,4_portas,Left wheel,White,8,2.0,Turbo,14321
MERCEDES-BENZ,SPRINTER,2004,Microbus,0,Diesel,210000,4,Manual,Rear,2_portas,Left wheel,White,2,2.2,Turbo,15367
HYUNDAI,GENESIS,2011,Coupe,1,Petrol,112387,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,18062
VOLKSWAGEN,PASSAT,2012,Sedan,1,Petrol,112000,4,Tiptronic,Front,4_portas,Left wheel,White,8,2.5,Comum,18657
HONDA,INSIGHT,2010,Hatchback,1,Hybrid,210758,4,Automatic,Front,4_portas,Left wheel,Silver,0,1.3,Comum,3083
HYUNDAI,TUCSON,2010,Jeep,1,Diesel,72464,4,Automatic,Front,4_portas,Left wheel,Grey,4,2.0,Comum,26985
HYUNDAI,SONATA,2015,Sedan,0,Petrol,47000,4,Tiptronic,Front,4_portas,Left wheel,White,6,2.0,Turbo,26481
MERCEDES-BENZ,230,1996,Sedan,0,CNG,4000000,6,Automatic,Rear,4_portas,Left wheel,Green,4,2.3,Comum,6272
HYUNDAI,SONATA,2014,Sedan,1,LPG,75346,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,11280
HYUNDAI,ELANTRA,2013,Sedan,1,Petrol,121029,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.8,Comum,3878
FORD,TRANSIT,2003,Microbus,1,Diesel,181000,4,Manual,Rear,4_portas,Left wheel,White,4,2.4,Turbo,19444
HYUNDAI,SONATA,2015,Sedan,1,Petrol,14368,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,20927
HYUNDAI,SONATA,2015,Sedan,1,LPG,283895,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16132
SUBARU,XV,2014,Sedan,1,Hybrid,270472,4,Automatic,4x4,4_portas,Left wheel,White,0,2.0,Comum,16014
NISSAN,BLUEBIRD,2002,Sedan,0,Petrol,10000,4,Tiptronic,Front,4_portas,Right-hand drive,Carnelian red,12,2.0,Comum,4234
MERCEDES-BENZ,VITO,2002,Minivan,0,Diesel,270000,4,Manual,Front,4_portas,Left wheel,Yellow,2,2.2,Turbo,10036
TOYOTA,PRIUS,2011,Sedan,0,Petrol,164800,4,Variator,Front,4_portas,Left wheel,Silver,6,1.8,Comum,18817
HYUNDAI,TUCSON,2013,Jeep,1,Petrol,53717,4,Automatic,4x4,4_portas,Left wheel,Silver,0,2.4,Comum,4514
HYUNDAI,SONATA,2016,Sedan,1,LPG,410884,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,17199
BMW,318,1997,Sedan,1,Petrol,211000,4,Automatic,Rear,4_portas,Right-hand drive,Blue,2,1.8,Comum,4704
LEXUS,CT 200H,2013,Hatchback,1,Hybrid,153600,4,Automatic,Front,4_portas,Left wheel,Silver,12,1.8,Comum,26030
MITSUBISHI,COLT,2002,Sedan,0,Petrol,209000,4,Automatic,Rear,4_portas,Right-hand drive,Green,2,1.3,Comum,5959
TOYOTA,CAMRY,2007,Sedan,1,Hybrid,220800,4,Automatic,Front,4_portas,Left wheel,Black,8,2.4,Comum,17000
OPEL,CORSA,1997,Sedan,0,Petrol,11111,4,Manual,Front,4_portas,Left wheel,Green,2,1.4,Comum,3500
CHEVROLET,CAPTIVA,2008,Jeep,1,Diesel,72000,4,Tiptronic,Front,4_portas,Left wheel,Black,2,2.0,Turbo,19284
HYUNDAI,SANTA FE,2013,Jeep,1,Diesel,53729,4,Automatic,Front,4_portas,Left wheel,Black,4,2.0,Comum,28862
NISSAN,JUKE,2016,Jeep,1,Petrol,181997,4,Automatic,4x4,4_portas,Left wheel,Black,0,1.6,Comum,2847
VOLKSWAGEN,JETTA,2011,Sedan,1,LPG,169600,5,Tiptronic,Front,4_portas,Left wheel,Black,8,2.5,Comum,16308
HYUNDAI,SONATA,2012,Sedan,1,LPG,85471,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,7541
BMW,120,2004,Hatchback,0,Petrol,100000,4,Tiptronic,Rear,4_portas,Right-hand drive,Silver,8,2.0,Comum,9408
MAZDA,MAZDA 3,2005,Sedan,0,Petrol,65000,4,Tiptronic,Front,4_portas,Left wheel,Grey,8,2.3,Comum,8467
HYUNDAI,SONATA,2016,Sedan,1,LPG,290850,4,Automatic,Front,4_portas,Left wheel,Silver,4,2.0,Comum,16421
SUZUKI,SWIFT,2006,Hatchback,1,Petrol,130000,4,Manual,Front,4_portas,Right-hand drive,Black,12,1.6,Comum,7840
MERCEDES-BENZ,CLS 500,2005,Sedan,1,Petrol,230000,8,Tiptronic,Rear,4_portas,Left wheel,Silver,10,5.0,Comum,20385
HYUNDAI,SANTA FE,2016,Jeep,1,Diesel,50079,4,Automatic,Front,4_portas,Left wheel,White,4,2.0,Comum,30841
MERCEDES-BENZ,CLK 230 .,2000,Coupe,0,Petrol,290000,4,Tiptronic,Rear,2_portas,Left wheel,Blue,4,2.3,Comum,8154
SUZUKI,LIANA,2005,Universal,0,Diesel,162000,4,Manual,Front,4_portas,Left wheel,Silver,4,1.4,Turbo,9408
TOYOTA,AQUA,2013,Hatchback,0,Hybrid,64000,4,Variator,Front,4_portas,Right-hand drive,Black,4,1.5,Comum,12243
KIA,PICANTO,2016,Sedan,1,Petrol,41370,4,Automatic,Front,4_portas,Left wheel,Black,4,1.0,Comum,18677
SUBARU,LEGACY,2011,Sedan,0,LPG,185000,4,Tiptronic,4x4,4_portas,Left wheel,Blue,8,2.5,Comum,14426
BMW,530,2004,Sedan,1,Petrol,231000,6,Automatic,Rear,4_portas,Left wheel,Blue,8,3.0,Comum,16308
MERCEDES-BENZ,C 280,1997,Sedan,1,Petrol,100000,6,Automatic,Rear,4_portas,Left wheel,Black,10,2.8,Comum,5331
TOYOTA,AQUA,2012,Hatchback,0,Hybrid,125000,4,Variator,Front,4_portas,Right-hand drive,Red,2,1.5,Comum,11931
MITSUBISHI,PAJERO,2009,Jeep,1,Petrol,138650,4,Manual,4x4,4_portas,Left wheel,Black,4,2.4,Comum,10349
TOYOTA,ALPHARD,2005,Minivan,0,LPG,251000,4,Automatic,Front,4_portas,Right-hand drive,Black,2,2.4,Comum,17249
OPEL,ZAFIRA,2002,Minivan,0,CNG,0,4,Manual,Rear,4_portas,Left wheel,White,8,1.8,Comum,8781
TOYOTA,CAMRY,2014,Sedan,1,Hybrid,128739,4,Automatic,Front,4_portas,Left wheel,Green,12,2.5,Comum,2668
LEXUS,CT 200H,2014,Hatchback,1,Hybrid,134131,4,Automatic,Front,4_portas,Left wheel,Black,0,1.8,Comum,28225
